ind_pop_cid,perc_pol,taxa_crim,nivel_ed,crimes
5.0,0.6960273446780851,89.40883516717786,9.0,409
2.0,18.414531127270585,92.05444019866265,4.0,290
2.0,1.622884523665158,67.4998692542243,5.0,264
2.0,22.71107249144555,89.70300344425314,3.0,257
3.0,14.820350535490324,82.47265943919693,1.0,447
2.0,14.464428693896691,34.7615113041446,2.0,61
5.0,25.30345529826813,37.236441212831785,1.0,31
5.0,25.939993529287687,54.280289754033994,5.0,41
5.0,11.377370768793549,69.93216622483159,7.0,271
3.0,4.886437074458128,79.49115652976442,1.0,361
4.0,6.136828334699018,66.26150061316184,1.0,403
1.0,10.945166771604786,77.48584690157813,4.0,307
5.0,32.678596930897626,69.28703070819293,6.0,61
3.0,25.454640500955662,87.34569987828382,3.0,214
3.0,22.51097368613507,92.13348985715905,3.0,321
2.0,11.366834635697531,32.33996761517365,4.0,107
2.0,6.145807617062959,80.71699038938146,3.0,326
1.0,18.53911683646592,68.28033542583302,6.0,82
3.0,11.687147414232957,61.048667177893755,9.0,173
3.0,15.768732701037646,46.79443943562431,2.0,183
5.0,1.7478720536737602,44.51646208099994,10.0,125
1.0,29.051580947244748,83.92304859248773,4.0,119
2.0,22.405891581641956,82.92193625680528,1.0,214
4.0,28.919516275055024,52.88255993042746,9.0,2
1.0,10.261294338354322,56.98804165320709,3.0,238
3.0,9.080824675864719,57.80502236402415,5.0,178
4.0,0.49252510242401293,30.275733390435843,9.0,47
5.0,25.999898019979405,63.24376853826947,1.0,147
2.0,2.2775704049778467,94.53553358080542,3.0,452
3.0,4.838845712902684,79.53462191297945,2.0,382
4.0,4.117677950995812,83.93949742219664,2.0,418
3.0,23.34547971884454,99.97683805215922,6.0,309
5.0,1.9002114307682283,19.716160106417348,1.0,119
2.0,1.0993548110828533,35.92807747068046,4.0,115
2.0,0.6301003710982966,37.966763510562785,9.0,31
2.0,41.27849789809562,99.67160961641366,10.0,31
2.0,16.548849442653147,79.51389087330988,4.0,233
3.0,10.81149337212739,26.086794352484677,2.0,83
1.0,13.229450345942183,52.868017084344054,1.0,190
5.0,14.556354322540276,75.43362884789842,9.0,274
3.0,36.724881296042625,79.3708648975979,3.0,31
2.0,5.333006047199207,37.363578872875806,10.0,14
2.0,0.6743860808472557,21.06309032385616,1.0,120
2.0,1.2915581484652883,62.33437095735223,9.0,206
1.0,19.827620291700278,52.817160406958294,3.0,84
3.0,8.060311123592834,87.70287967635342,1.0,466
3.0,15.270033578249297,95.29946572415932,4.0,436
3.0,10.143750519444383,91.53779691557702,10.0,301
2.0,13.421816930853725,40.70288471323808,4.0,49
2.0,1.1808336028581445,43.18697614689534,3.0,165
4.0,2.2729809670551604,47.452489704528375,9.0,150
3.0,23.25664280610189,72.31845564792117,3.0,190
3.0,1.889098757620311,64.43917223022486,2.0,310
2.0,21.093432936054903,38.0656546637127,3.0,90
3.0,0.7981812711446601,91.78002836866135,7.0,363
1.0,15.49547618611099,75.04441831137024,9.0,156
2.0,5.022068218626774,17.74330383082231,1.0,94
3.0,19.38081245388865,62.22514760097756,9.0,102
2.0,12.974427876305072,71.24014813358816,2.0,267
1.0,8.136539581101843,54.42292459093486,6.0,169
5.0,25.230982176847693,51.54411498334183,3.0,61
1.0,13.513435205130165,84.13987383821578,4.0,322
3.0,17.39355349306726,37.75306244421728,5.0,103
5.0,35.8598243165269,63.735070465709434,4.0,44
5.0,2.6506700174126263,38.19644970682102,2.0,163
2.0,2.752544271867885,24.75233219905615,4.0,126
2.0,25.281470592209875,78.37804732291211,8.0,129
4.0,10.817320607866654,45.48996485125232,5.0,167
1.0,19.38588056887086,52.22677370481603,6.0,70
2.0,0.4515278290314506,56.43444921526418,7.0,175
5.0,4.975969460517026,61.61642501501494,5.0,292
1.0,11.475303373982726,43.81148489168276,8.0,39
2.0,36.944549492226805,95.34630701041921,3.0,71
2.0,33.94931846048347,80.72891391161222,1.0,102
5.0,18.230818728628062,64.90640811343974,10.0,139
2.0,7.646260894777623,45.58936935295276,10.0,82
4.0,28.06698111177246,96.9802164137276,5.0,235
3.0,6.987885524088744,64.35206371725883,3.0,344
4.0,4.091550867781768,52.447570807339986,4.0,253
2.0,1.4846613720282287,36.89082836639083,3.0,139
4.0,17.015379175229896,61.276595688464596,9.0,148
2.0,42.68387795754456,93.43858634268206,3.0,12
4.0,28.10549317033577,78.87570328763192,7.0,127
4.0,21.987137246568167,92.90400885339226,8.0,276
4.0,16.073621798427663,23.30366319168393,1.0,29
4.0,12.529802934950284,35.83276944223483,4.0,84
4.0,11.856334716084449,35.529905647333415,7.0,53
5.0,21.734929938161475,84.28664468452023,4.0,349
5.0,1.7890700435605256,68.9220833856372,6.0,334
4.0,23.04022084771993,79.22054190920262,2.0,241
3.0,1.162263289972909,62.973358182380046,2.0,294
5.0,18.49306225806371,35.39993101732104,3.0,55
1.0,12.918664968633674,58.62858919839004,1.0,268
5.0,20.712187960078566,90.80542342593878,2.0,362
2.0,26.27652522599365,88.82313707544142,6.0,136
3.0,16.184777727917453,47.675319604654845,5.0,101
1.0,26.602736565160246,61.67222300353067,2.0,57
4.0,6.405504535288586,71.82412704259076,1.0,345
5.0,20.930511664135043,38.7565667414947,3.0,50
1.0,0.6426825050716456,19.005231168382274,5.0,25
4.0,17.62647265165058,17.599997407004654,4.0,13
3.0,9.403841990353657,30.79059267479327,1.0,110
5.0,21.49798385651902,63.63903469760312,6.0,128
2.0,29.773026136416693,95.55373918584982,2.0,246
4.0,23.30909138395564,38.21583621760689,9.0,3
4.0,5.3447839555699534,0.6447306083880555,3.0,8
5.0,2.2257190715641584,28.903114564068666,2.0,136
1.0,17.0546448543469,59.81243610404287,2.0,213
4.0,8.562269583500171,98.94858290535925,1.0,504
5.0,5.3443476668184715,62.189943874059196,2.0,329
2.0,20.833623899843843,75.59420795899076,6.0,172
3.0,35.178324466212274,71.9657700681325,1.0,25
2.0,14.340117363177507,16.719851445955168,3.0,28
5.0,31.441024777690973,70.95466176406035,8.0,38
1.0,30.62409257662846,90.69471069378193,6.0,79
2.0,4.494206549722934,50.56946872887619,8.0,160
5.0,4.158341817244149,74.15336392553728,9.0,258
5.0,9.361994583358912,5.717447599592729,4.0,14
1.0,8.6217588603424,77.74481197737047,5.0,297
4.0,17.545424216714657,86.83961906475768,5.0,310
2.0,18.382195040878425,85.45031169998653,7.0,265
5.0,37.01521835901978,80.74904070582967,1.0,100
2.0,7.593560140740219,55.3839019362383,10.0,80
3.0,15.043280435705498,61.823578468639454,2.0,265
5.0,2.3085126474308937,70.30907697183228,1.0,356
1.0,0.17547762930587574,73.13516265386674,5.0,291
1.0,3.3220412804235933,57.18708032531915,6.0,207
5.0,3.2791004573630156,76.52575202605057,6.0,353
3.0,13.420138743929733,77.32900440089624,8.0,257
4.0,6.569262452663061,40.21207566195974,7.0,116
1.0,13.202074599305591,36.57461527353728,2.0,100
4.0,23.232006257719295,87.94509363387412,10.0,185
5.0,33.6726934018351,96.50446269503196,3.0,224
4.0,16.22828373088906,4.9478611480507695,1.0,6
1.0,9.45068811467722,70.93490852535459,2.0,316
3.0,41.95865908261056,97.29439928760726,3.0,92
3.0,27.469327256185338,93.58291649957629,9.0,143
4.0,42.75554944708156,96.83167411475497,2.0,35
4.0,0.2886397155605347,64.55903609483184,9.0,247
4.0,9.71204140020252,46.027189427634966,9.0,60
2.0,22.511892864664006,43.59449109498404,1.0,109
4.0,42.85744000476893,98.74658924139595,1.0,70
4.0,9.717693539803651,94.12155166668724,6.0,369
4.0,22.66216101019901,46.85075074879015,1.0,116
3.0,3.1066495441712805,67.64054024765224,3.0,271
1.0,14.466530074243833,70.56384041097331,9.0,129
4.0,40.41086059799726,94.75037887275785,8.0,39
5.0,36.03671684439378,58.3364856672232,2.0,9
3.0,23.93834635288886,89.4104730010765,7.0,217
4.0,3.266355579473823,65.04087356295848,6.0,294
5.0,24.256268876981935,87.91221996330918,10.0,177
1.0,20.158087812560876,56.92694346213517,8.0,66
4.0,36.06136147740337,86.51849928589823,7.0,43
2.0,11.182628126475135,44.89725786743563,8.0,99
5.0,8.92978726049134,34.743119912857665,5.0,139
5.0,12.438052141503974,26.372159665326123,5.0,37
1.0,38.3827006490761,96.57909306765417,8.0,71
5.0,39.464931226101726,92.54659018745538,4.0,37
2.0,0.8666051808711606,74.97144840052115,7.0,293
4.0,21.320381862888503,76.16448379304701,7.0,166
3.0,3.743199404734565,40.79034746607676,7.0,112
4.0,6.796515547309346,65.56986833308922,5.0,251
2.0,25.541970575000594,89.49585521549137,2.0,216
1.0,31.87640731749719,63.87025390078029,3.0,29
3.0,9.078029601606463,39.21358389770844,8.0,74
3.0,9.455383435307919,9.545586717721699,3.0,22
1.0,2.179401580477758,87.56289007382662,7.0,328
3.0,18.188708383454877,77.66261272358551,3.0,306
3.0,2.7937701116006908,59.1503329886634,8.0,198
2.0,13.610781002205218,90.45101871930636,1.0,354
4.0,21.57268609303603,23.7352353157383,1.0,35
5.0,3.7080156748325432,56.01508363883981,9.0,171
2.0,2.180169543289856,38.905381598172795,4.0,144
4.0,15.298825626904666,56.989778227821176,1.0,218
2.0,22.03048692149706,49.65788183542267,2.0,81
2.0,3.858512131758285,79.27931158490235,8.0,275
4.0,14.249519423680578,48.411099018692774,8.0,82
4.0,9.206452521915242,52.10893867784711,4.0,228
5.0,5.435930151623869,30.21481689661839,10.0,36
3.0,24.186212572662804,53.30693549898391,3.0,138
2.0,10.158987481792991,59.87484797379263,8.0,124
3.0,4.218414612852728,35.12695898008924,5.0,125
4.0,27.390104937963255,75.55586942793671,8.0,70
5.0,3.0668338859413447,58.81904823532279,8.0,211
5.0,27.69171341973683,85.91523482325573,7.0,150
1.0,5.939025395607144,78.27597052369198,4.0,289
2.0,17.686645224488117,70.32701861360229,4.0,228
4.0,0.5339226258537777,62.77717065291948,7.0,223
4.0,18.033300525102234,34.26991770416785,3.0,34
5.0,14.900442450079233,99.42836065437002,5.0,446
5.0,27.335406389018544,78.72079177541582,9.0,92
5.0,26.266498943808468,79.61125549696992,8.0,121
2.0,2.865312623016969,23.078442493025918,3.0,108
5.0,38.310645053289385,78.37311345556014,6.0,29
5.0,5.532715790930043,16.592575246097475,7.0,50
3.0,2.076745442507555,48.91465313434278,4.0,239
1.0,2.6586833275702104,38.164952927705684,4.0,153
2.0,1.7094356584175685,51.95582854160723,7.0,233
5.0,3.0693765616480184,99.57362044530143,4.0,523
5.0,13.736224631613004,87.35156211377476,9.0,258
2.0,34.4356030354992,71.31282289578584,2.0,89
3.0,28.540586604992058,96.1452955282654,6.0,229
5.0,29.784756896070242,91.9582761402999,9.0,135
5.0,23.266921372167904,56.55307461067673,3.0,158
5.0,10.20819072439716,69.1271319732234,9.0,193
2.0,13.122764818335508,47.557926905000784,2.0,157
4.0,16.001865903729406,42.22531508956282,7.0,43
1.0,19.669986733831745,79.00219082247366,8.0,206
2.0,7.59389630604137,75.48870045307822,6.0,290
3.0,3.9136855290326067,29.286573828479877,6.0,80
3.0,8.185584012816815,97.8019785075588,3.0,419
2.0,20.72800787557333,92.61885534422395,5.0,291
5.0,20.258782637900698,49.2693156293991,9.0,65
3.0,3.3550968732710906,6.017291522489665,2.0,45
1.0,2.659224450995723,37.36606048073284,3.0,133
3.0,15.685424013687365,69.77267833578938,5.0,226
1.0,11.256511838145467,94.21089020417377,7.0,338
4.0,10.79132996459633,34.43108781807707,9.0,69
1.0,7.5202189654040685,22.830200043692585,1.0,107
1.0,2.852444321851111,72.14970552966908,10.0,253
5.0,28.352520193429353,92.88620816225979,4.0,219
2.0,10.079761808774357,35.742384522522656,3.0,126
5.0,22.314343426014826,56.965308872359444,8.0,80
2.0,7.78011990972124,41.13550671423356,3.0,117
2.0,8.507653582492768,76.6474633645185,1.0,351
3.0,5.131205213103607,75.5259957962705,9.0,249
5.0,23.058074189906673,52.84910788258692,5.0,79
5.0,26.34595062902062,90.47331850191108,3.0,274
3.0,8.576011303073916,81.11404034008267,8.0,299
2.0,8.889290383481862,93.35303954588412,8.0,287
2.0,2.2634791796876774,33.572314670133494,8.0,10
5.0,20.82062429277839,37.22518845633267,4.0,29
4.0,32.28212534276174,71.35566947756334,5.0,104
1.0,24.9560746154068,80.96238583207376,3.0,235
1.0,0.2127014459247567,73.1009867554097,6.0,294
4.0,2.680416731575297,51.552014564069836,5.0,148
4.0,4.716375791523497,95.45461716929931,7.0,447
1.0,4.40325808034866,46.682985705846946,10.0,90
5.0,0.3764972554533563,24.790524061782072,8.0,54
2.0,19.303950045561756,41.86387957869573,7.0,28
4.0,11.221575971175335,85.38950342375068,10.0,254
1.0,10.085117135880594,59.6895320768797,1.0,270
5.0,10.994573697506048,43.571239799802655,3.0,117
4.0,8.088448653345647,88.6457341939022,7.0,338
4.0,13.334387420981397,55.82244411164115,2.0,241
1.0,21.18576188794582,51.69880976343214,6.0,21
4.0,2.0646053626318883,60.33769296655528,9.0,275
4.0,12.226418151817919,88.98666370546965,2.0,389
4.0,13.59799034257464,41.49729717325754,6.0,120
1.0,24.53949209163747,83.62444996519942,5.0,143
5.0,9.331775481893768,56.6710689417451,9.0,167
1.0,3.9716015914623926,77.64885145984599,10.0,239
5.0,6.6763128936547345,49.68904032696283,3.0,168
5.0,30.889769471698624,90.46303913679178,10.0,122
5.0,5.49085998676444,46.35372005489833,2.0,200
4.0,17.82811183491716,63.094835691613625,6.0,127
2.0,34.425847417341835,96.75411219349427,4.0,82
1.0,2.914655990445647,83.9162476490721,1.0,393
1.0,17.068826227219304,50.33080293045329,1.0,117
4.0,7.721944840600781,69.97819742200372,2.0,336
5.0,16.85799202249053,70.62089433856235,3.0,246
3.0,19.337315356811835,73.96610390410726,4.0,234
1.0,7.04446658964909,36.69291185802555,4.0,150
3.0,15.868760141854255,59.33833842927626,5.0,135
2.0,20.85262532461045,59.45271744503381,8.0,116
4.0,31.784016233432087,72.7186108963158,2.0,88
3.0,5.278550511813284,69.27136738002034,8.0,172
4.0,12.485505414632335,47.386449190152625,9.0,133
5.0,0.8604272813512837,43.28844129047843,3.0,253
4.0,1.584348366397148,48.84305438441987,6.0,191
5.0,18.45131946301529,19.634634515789994,1.0,30
1.0,11.960715759040863,60.015296215255034,4.0,185
3.0,32.88614760599923,81.07441521078059,1.0,114
5.0,16.294604912893828,88.47868222442324,6.0,337
2.0,15.593069503631563,66.6193359313052,9.0,143
3.0,27.119989782702557,63.90386371421988,7.0,99
1.0,23.121083712067346,67.4819325091035,1.0,167
2.0,18.411478610985032,26.566081568333498,2.0,29
4.0,25.809849246349557,47.633918519129445,5.0,11
2.0,42.030571258373925,95.97749843882762,3.0,52
2.0,29.204112040234442,93.98071835604355,9.0,123
3.0,6.092115083969906,30.297256720179355,5.0,49
3.0,27.401536494103606,72.30027053171331,2.0,195
4.0,32.18045930589864,92.55332493815524,5.0,133
2.0,15.181204617588806,40.968879330213085,9.0,11
4.0,2.553119698352524,36.44381842814227,8.0,33
5.0,22.544294682511847,74.10901549872551,9.0,137
5.0,22.687646193785692,97.99907859796969,4.0,390
3.0,9.968159190402947,75.85714620702649,10.0,219
2.0,22.94884948968392,51.98269756289074,4.0,60
3.0,11.354890389760087,78.46496016587584,4.0,363
1.0,30.26267431298322,97.77684741448985,5.0,157
3.0,7.176919391903391,64.06222837296296,2.0,310
3.0,21.582437152425694,55.96960354716081,1.0,110
4.0,5.37356558871418,26.46706909119304,3.0,114
4.0,15.754293228674532,38.21424568367501,1.0,148
5.0,27.444200880655178,95.91160314113534,3.0,292
5.0,23.002547310689547,36.19389670183798,5.0,49
2.0,26.572795487928392,68.85793239551465,7.0,69
3.0,4.7530678013542165,79.20496803175378,7.0,302
1.0,14.949298617765105,89.65226349473758,10.0,225
3.0,1.1508753401263006,38.21031961170588,6.0,98
1.0,26.620749746250873,64.78166131608464,9.0,20
2.0,2.312041359551731,19.405198363058595,6.0,27
1.0,7.591030149502808,34.26150906329746,9.0,29
3.0,34.77525254436975,70.22047017483817,4.0,16
5.0,33.29099951988085,76.64420100355834,10.0,29
3.0,28.100127589734825,77.77016938901555,2.0,179
1.0,22.612050077772604,46.553505060153114,6.0,3
1.0,28.513112305838927,64.80945643757757,9.0,16
3.0,16.166279324270295,32.01061912485363,6.0,17
1.0,9.97641592307852,45.79361602886253,5.0,133
3.0,16.83732001423558,57.33295602037176,3.0,192
2.0,13.81594474509681,42.084975267858425,10.0,74
4.0,5.949919831259298,86.60306172125665,3.0,386
2.0,12.23018432784233,49.148000057405696,9.0,85
5.0,8.097526868104953,47.97727812097104,6.0,230
1.0,1.7622219014755025,66.88906965627123,10.0,204
4.0,8.254489600758019,31.54036310320857,3.0,153
3.0,6.925225891122722,66.69219091995954,2.0,281
4.0,0.9003695277745583,25.80377077901619,9.0,97
5.0,18.013732655671067,40.61792307154267,1.0,141
2.0,20.616586041340668,97.3897742775801,3.0,335
5.0,19.634047613733564,79.82660169729189,9.0,208
2.0,1.9040801177187983,31.061052167905068,9.0,40
4.0,9.239100840254444,74.22110790997245,10.0,204
2.0,24.09881116555519,84.02159613649795,2.0,303
3.0,0.29088237735470646,25.077739561084545,6.0,82
1.0,24.943379690366786,67.42470181362813,1.0,160
1.0,6.296880748881517,76.42497492925841,7.0,302
1.0,12.157426681889927,59.55509911600993,8.0,148
4.0,18.49395799279109,78.18358535316928,5.0,308
4.0,6.3026791277779655,43.967860548238725,6.0,151
3.0,24.26424667585764,76.9603389384051,8.0,138
1.0,18.156319632792005,79.78198844290307,9.0,205
2.0,20.881292699412658,98.71501708205166,9.0,246
4.0,24.850986603961545,84.7299093855314,6.0,195
3.0,0.8623787343544964,73.79422865440081,9.0,264
2.0,9.04046861108978,55.392457878006404,4.0,143
5.0,24.61315993310945,65.75781989193878,5.0,165
4.0,20.252438373263793,76.73649088439137,9.0,151
5.0,26.228043610432096,74.99829262851465,1.0,276
4.0,12.638819339984952,45.89211130274854,4.0,166
5.0,20.75214728079122,81.99241546756814,8.0,239
1.0,29.588307703469685,80.38949597166449,7.0,99
3.0,31.263690282491797,62.93334180346237,3.0,22
1.0,18.70161349061552,56.927919539109936,5.0,123
1.0,28.10310080948357,69.97391541074464,6.0,59
1.0,4.755739184471652,89.65706552860789,1.0,391
3.0,13.859515081339957,93.04900800555274,4.0,414
4.0,20.37458106822675,79.86380249706806,10.0,141
3.0,21.25192660113049,95.41726654048125,9.0,225
4.0,6.398866288231431,38.469459552757634,4.0,203
4.0,36.86488892460851,80.38720566634558,6.0,8
1.0,1.1994616127179225,44.064891450461296,7.0,64
5.0,3.307622021290113,32.0460789207198,7.0,74
2.0,37.63323158005464,94.10099544011949,1.0,89
5.0,4.101839855670908,26.999035673790317,2.0,147
4.0,13.424396184481335,25.725125890962786,9.0,21
5.0,15.7367732452527,58.91435347793566,2.0,222
1.0,19.288997834065647,94.69914201310257,9.0,220
2.0,26.859524271026004,61.2071293586315,8.0,26
1.0,6.116159817322697,24.570468066333007,5.0,119
5.0,6.174914410271404,82.96266876296701,2.0,443
1.0,10.244895456816295,90.61178903758584,3.0,402
1.0,10.66274254878895,88.38075356771338,6.0,309
4.0,15.43779339718161,81.45475994281071,9.0,234
4.0,16.64806371435986,74.81805463130448,10.0,199
3.0,2.0003133689433183,96.34024073653683,5.0,479
2.0,5.029482197226331,83.45791615472157,1.0,427
2.0,23.252584247803476,67.43050664645432,8.0,60
2.0,8.352601739888566,96.4521174643297,10.0,309
4.0,19.124359677810254,47.39407708618432,4.0,66
4.0,0.8183899192223842,16.992591224843125,3.0,92
3.0,30.326105065808328,39.71806337463436,1.0,12
2.0,28.128172116901972,61.72074921502887,5.0,21
3.0,12.826204619464477,67.81495401668163,2.0,289
3.0,1.1896567622401877,33.94857773468131,7.0,69
2.0,1.668619311261632,70.16281035785494,3.0,268
4.0,25.176454150671944,33.44185809237112,1.0,15
5.0,21.751574610520542,96.87102688752073,8.0,268
1.0,16.249961259034464,77.97474881171105,2.0,303
3.0,25.68176204232806,78.27262379413925,4.0,171
5.0,23.59342469500113,82.3666693143467,8.0,193
1.0,3.2168286664247203,53.94695538582286,2.0,242
3.0,0.853422324937636,56.13822841718681,3.0,270
3.0,3.8021449681082675,73.83868998339848,10.0,249
3.0,20.488852923344314,68.20469883048418,2.0,232
1.0,14.695892983251646,64.21603688445686,10.0,78
1.0,30.295174456067777,59.09926883541415,7.0,15
5.0,6.004735146028639,77.36140264733945,2.0,360
4.0,3.692286226359276,64.43725333854114,5.0,322
2.0,33.13116501008416,81.07159481801544,10.0,27
1.0,12.43781111294947,78.93716103477037,4.0,290
3.0,1.9899248252433277,71.8314487416042,8.0,201
4.0,8.871266834841784,59.74737870895371,4.0,196
1.0,3.825594932553633,57.06953890218528,3.0,265
5.0,0.31807424630854175,89.77434536679577,7.0,401
1.0,25.355745045900356,92.60152128823195,4.0,234
4.0,15.991016282819515,96.78365067211182,1.0,463
4.0,13.116692472165415,86.78202901769646,1.0,385
2.0,7.288922354994398,36.75417567567871,10.0,17
1.0,19.52512445986818,91.00736351780517,7.0,256
1.0,32.12356676642114,78.56958416024354,4.0,97
4.0,14.960956755598708,52.567038648736265,9.0,77
1.0,31.11597581171156,55.01905348189824,1.0,39
2.0,7.009994870162039,65.98406958367882,8.0,177
5.0,2.3833447718570877,53.650043965760275,3.0,319
4.0,12.108776954402433,86.7242539475903,8.0,205
5.0,28.835524484825825,52.858374732208766,4.0,50
1.0,16.39814267588666,79.61535620304765,6.0,229
3.0,7.598682352544817,14.89277982526277,1.0,97
3.0,41.47728003337164,81.68564125550598,3.0,1
3.0,7.771028118376555,39.80477095652627,4.0,138
4.0,7.763187607770994,61.21387050579025,9.0,145
4.0,5.106158104532188,89.09319898733712,5.0,453
1.0,3.5642913772989115,76.94919474251797,10.0,230
5.0,18.280659790822828,53.91265020469521,10.0,68
2.0,12.814535817604911,66.25314079433086,5.0,162
4.0,13.546271859833304,25.610911133124326,5.0,22
2.0,17.01458200760847,50.26509302196214,7.0,95
2.0,18.312724665494294,68.38551893607105,7.0,91
5.0,16.624281794897144,80.54426964789171,8.0,258
1.0,25.889947882411324,81.43201705268407,2.0,211
3.0,9.646058038948624,14.645096823352667,4.0,10
1.0,4.152799233460291,90.27258980717664,5.0,366
2.0,18.251795891629197,92.74460665477233,7.0,251
1.0,21.25957254381834,86.10463136692192,5.0,224
4.0,21.81688702215481,67.14335500613913,4.0,210
2.0,11.80205640222285,72.41089737776872,5.0,271
5.0,21.53083855784668,99.45223843157824,7.0,347
5.0,8.098703260651629,82.2552573123416,1.0,391
5.0,4.069771492237894,50.06089343667489,3.0,250
5.0,30.095752973307775,91.56870363360622,8.0,197
3.0,21.440037124469548,90.53516762459243,9.0,201
3.0,20.358954627766924,70.62144727536467,7.0,124
2.0,16.027049376777903,89.27459884161597,1.0,325
4.0,10.021627740133221,25.70762758138011,5.0,36
1.0,1.0197064868718297,65.50712211444467,8.0,218
4.0,15.195753290589387,42.12078971904556,3.0,184
2.0,15.865513357204952,99.99735514188643,1.0,446
5.0,17.265209983920126,81.31123457436182,4.0,283
3.0,6.090094151019598,56.788750632636805,6.0,181
1.0,22.549914354763324,45.93971860754753,4.0,26
4.0,25.864540947572877,57.27851522509464,7.0,27
1.0,13.073733896652161,43.79484875515766,1.0,185
4.0,2.2184202217063187,53.97953778640441,7.0,185
5.0,20.984967674439748,50.234083517364994,6.0,48
1.0,26.358657404174068,76.53699588796681,1.0,146
5.0,9.771436263558787,14.921455523672956,1.0,94
5.0,29.738736004259646,81.42318206119711,5.0,211
2.0,27.985481096790586,52.23090047062594,4.0,8
4.0,1.9837231901761898,25.87508278402565,5.0,73
2.0,4.646295283671464,30.713433153394163,7.0,24
5.0,21.456171582517214,40.11445267332152,5.0,60
4.0,12.246439667729392,89.34784201869704,7.0,338
4.0,18.896887190622092,96.30506863583719,5.0,356
2.0,4.001044830685174,85.13058631284015,4.0,375
2.0,24.638494722330474,58.32020602558388,4.0,77
5.0,34.96180826384929,79.76884104699852,7.0,65
5.0,8.849941854254762,31.193133162139475,2.0,122
5.0,5.082161543905972,59.33329522037385,8.0,238
1.0,13.60904929323451,32.899297738757404,6.0,51
3.0,17.441603356209622,93.39537953703326,5.0,326
5.0,2.8080360604847643,9.644171772735866,4.0,21
2.0,31.496622718233525,95.09773568108567,7.0,158
4.0,28.098124683962165,61.97537610289976,4.0,50
5.0,17.600692881407554,70.89225743415763,3.0,231
2.0,17.661883060355276,42.898220043469045,3.0,123
4.0,25.57448185807445,52.62487758150374,7.0,36
2.0,2.2461401531214897,51.24339207584859,3.0,205
3.0,12.462649179183394,35.677918981318946,5.0,16
5.0,21.986033439418108,74.22120290606065,10.0,95
1.0,17.160852719414056,88.0228197133415,9.0,201
5.0,4.160753766850034,24.026802177120643,8.0,72
2.0,30.639617690485366,98.52183276637605,10.0,58
5.0,12.721536704294511,60.624811181324226,8.0,192
5.0,5.410767631260482,16.389562334594853,8.0,9
5.0,1.219007919378079,74.982433218346,7.0,314
2.0,39.319615468190975,87.73441137468923,1.0,82
1.0,16.21157695815394,68.05913024819374,7.0,150
2.0,5.835920740532618,45.03179832813752,10.0,99
2.0,9.919600393185258,90.40258084838221,8.0,303
2.0,10.593903983698471,40.72083779421174,4.0,93
3.0,25.13379228047875,68.15035406709046,3.0,122
5.0,18.17977070766871,77.37012942802166,10.0,206
5.0,23.078733710937037,97.00981386771555,4.0,346
3.0,9.911171145791508,10.2742825301259,1.0,22
4.0,38.87047680636731,98.63893014834895,6.0,72
1.0,17.4604729656889,56.04494155774103,7.0,122
3.0,8.246978480546275,29.251451824166452,3.0,79
4.0,3.1055340824753253,69.2650587706367,2.0,340
5.0,31.585173890118835,63.455754270518526,6.0,28
1.0,35.90002787749826,91.07119298204425,4.0,27
3.0,13.624691281924939,79.04478836827178,5.0,292
5.0,19.249321382145766,62.62304289814157,6.0,215
1.0,1.0800060675819734,75.33714265435704,6.0,253
4.0,17.035125377712113,51.88351494403325,6.0,88
1.0,13.504368762969444,44.45607035062965,5.0,86
3.0,11.902923714236113,36.95017975168191,5.0,98
4.0,11.024281775996482,28.886153371310243,9.0,10
5.0,11.59501479600753,14.987667840248653,6.0,18
5.0,8.929038793768317,95.6934035361748,10.0,349
2.0,11.941625841487891,31.295252383970716,2.0,122
3.0,4.432949959603494,29.76904783299674,4.0,133
2.0,33.45917220396984,73.24773982179825,6.0,8
1.0,1.9291985219288654,65.87347163167813,7.0,260
5.0,3.9222294380160116,53.1041678628818,1.0,301
1.0,2.7817529698120236,73.71353994926845,1.0,366
4.0,8.424189803872695,20.629474136111426,4.0,27
5.0,6.101016398692439,79.24182817153876,8.0,324
3.0,3.4602409061640915,75.8265316747347,2.0,331
4.0,12.76245696523316,87.63091168622168,1.0,422
1.0,34.02681586716698,85.65988925577824,1.0,126
5.0,24.09960372934259,30.52722058672357,3.0,78
5.0,0.615611885394407,12.049986654838907,6.0,35
3.0,11.957026154391837,68.48009812518534,3.0,272
3.0,39.955608200623224,98.46961402431292,6.0,11
4.0,31.62422954067892,62.370117334717676,5.0,23
5.0,10.548353435331293,65.44295754575028,2.0,317
4.0,32.18457227007605,68.89897553515333,6.0,27
5.0,26.00894899527395,81.0016632381641,4.0,266
3.0,23.159323888632187,59.65292827276113,7.0,96
3.0,8.036178727128373,94.85990236668175,3.0,421
5.0,34.270674956670035,85.39113242569609,4.0,152
4.0,16.494496347326248,49.123286893018935,6.0,90
3.0,16.348328792737387,35.458748898450786,7.0,71
4.0,16.571003888706105,37.12656307150218,6.0,35
2.0,8.233086156602731,90.05516573413152,3.0,407
2.0,22.31866636999803,84.25223015485693,7.0,226
3.0,27.275126789374394,94.7447169862498,6.0,309
5.0,6.284027307032803,29.085927625333795,7.0,137
3.0,35.22904619160382,87.93105168309349,5.0,49
2.0,12.9992564517179,99.1441239089934,3.0,400
